ID,Tanggal Berita,Media,Judul Berita,Isu Ekonomi,Sektor,Ringkasan Berita,Link Berita
879f3cbead61150c76f33d65b68040fe,2026-05-31,Sumut Pos,"Stok Beras Tembus 28 Juta Ton, Hadapi El Nino Wamentan Sudaryono Kebut Tanam 750 Hektar Padi di Lamongan - Sumut Pos",Pertanian,"A - Pertanian, Kehutanan, dan Perikanan","Stok Beras Tembus 28 Juta Ton, Hadapi El Nino Wamentan Sudaryono Kebut Tanam 750 Hektar Padi di Lamongan Sumut Pos",https://news.google.com/rss/articles/CBMi5wFBVV95cUxOUHA5VmRvbkFnV3Z2WkV4VzRMRHpoaVhxYmhyT3NtRDIzX0FkZlE5NV9HSTZ2ckRyRlpRdnhlRUJNRW84Q1JKLW5yMDE0d0lwdmhNWVNRVGM2U1Y3SHpJLTFLT1dyanQwTklhNTlSUVI4UlhlV0Noay1qdF9MMFduSDBSTVgzbDMwekRfNVNxSk5kMG9EY29icWR2b1MzTDJzNjAyYW5XQ0tHb2M3SWxJaTRwV2tyMldacng3eFVNZkxmcFdEYVF4ekhjRnU2OUVyLU0wR2xfdHNydEhoSnRIdFltdV9HalnSAewBQVVfeXFMT3lUbHl3TXdhaXBra2xnYW1MT2NiUHFkenpUUVJFRVNMZ2NhNnhPc25hdmpSV3JSajA3R3JzWkRHMVpGSzFBT1lOSVoxWm03YUNzNXhxZFAtdjJNbHBBX1Y5MW5WMzFsbWRlNWhLcUROanZUdk1MTHJJZjE1OE1ENGkzQlJacHA1TUIxTktBLUFudmVlTXlYREMxTF9NaEFLYzY5RVJjaUYyRkxGbDF5bVppZE9LcldyeUxLSkU0bC1CbG14U2lES3hFcUZjVmthdTlhbDFsOFE4cktoOE5PQXd3X0pnRXlMbjhyUTI?oc=5
fab705874095a2c1386a7276ed751bae,2026-05-28,klikjatim.com,"Sapi Kurban 1,1 Ton Bantuan Presiden Prabowo Disembelih di Mantup Lamongan - klikjatim.com",Ekonomi Umum,"A - Pertanian, Kehutanan, dan Perikanan","Sapi Kurban 1,1 Ton Bantuan Presiden Prabowo Disembelih di Mantup Lamongan klikjatim.com",https://news.google.com/rss/articles/CBMiqgFBVV95cUxOc2RJbkI5RG04c2RlOVZsQUowRWRCUHRZbjVYSjlaMUhBTmxmRjNDZ25LTzgySEEySW1mVmRTcmV6OXVrc0Z1bm91NW5pZDRjaUJOTXEwaHNqX2syQko2a3RUdDJFS3RaMXp5NkNPa1RWWU5YTi1saVl6T1F3akd5aEtnRXQzRkhUN3AxUERiQ0dyQXRlTWZIR2JEalNicThfOExMM2NJVm53QdIBrwFBVV95cUxONHZYbWV4SkdWUTlqM19QU3lCVGtFdHJqck83QkFXNlRwazBabDZuc3ltT3FqbzNoMDZQeF8wZnhSUnBIVUlXYlFCUGw1SGdDV1VLWmFXZ2E3bjN0UnFCYnpieE1JTXg4UDRyYkpUNGJDZTBhSDVUYXNWOWc1SnlXZG5vaEZIcGRYYmN0VTdXQkd3TjlweWViMy1DNnZGSWdtVGY2RFI4cFJtRndUZXM4?oc=5
cdf96db93b6d39bb1c3c80285d352496,2026-05-28,Surya.co.id,"DPRD Lamongan Siapkan Hiburan Spesial HJL ke-457, Ada Hiburan Cak Percil Cs - Surya.co.id",Ekonomi Umum,"R,S,T,U - Jasa Lainnya","DPRD Lamongan Siapkan Hiburan Spesial HJL ke-457, Ada Hiburan Cak Percil Cs Surya.co.id",https://news.google.com/rss/articles/CBMiwwFBVV95cUxPYmFCYmpOYzVDby1VMzNkUldya2ZXdjdWMWcwUC0yOGhaMnpMcVAzVURkTjlrUVlIUlNlOWRsYl9DaW5Salo5dmlxMHl4M2NWTDNEbjRRSzV1RXdVNXZnVUUwdVJoRVJxeUxDYUh6OHR0cEZMZ0doOVdpYWdLb2ozWjJwQzRVU3djQ3M2Vng1T3RUNlpUY1lnMkRFZE54QV9ib0pGRmhRQi1yM3NBdUxrRm82ZEVTbDJ5ekpQa3Zxd3JSWms?oc=5
a67404fc006b8daa9278956459b978b8,2026-05-28,surabaya.tribunnews.com,"DPRD Lamongan Siapkan Hiburan Spesial HJL ke-457, Ada Hiburan Cak Percil Cs - surabaya.tribunnews.com",Ekonomi Umum,"R,S,T,U - Jasa Lainnya","DPRD Lamongan Siapkan Hiburan Spesial HJL ke-457, Ada Hiburan Cak Percil Cs surabaya.tribunnews.com",https://news.google.com/rss/articles/CBMiwwFBVV95cUxPYmFCYmpOYzVDby1VMzNkUldya2ZXdjdWMWcwUC0yOGhaMnpMcVAzVURkTjlrUVlIUlNlOWRsYl9DaW5Salo5dmlxMHl4M2NWTDNEbjRRSzV1RXdVNXZnVUUwdVJoRVJxeUxDYUh6OHR0cEZMZ0doOVdpYWdLb2ozWjJwQzRVU3djQ3M2Vng1T3RUNlpUY1lnMkRFZE54QV9ib0pGRmhRQi1yM3NBdUxrRm82ZEVTbDJ5ekpQa3Zxd3JSWms?oc=5
2829ed7d5821b783f391bff05f073932,2026-05-27,kilasdaerah.kompas.com,"Usai Shalat Id di Mantup, Bupati Lamongan Serahkan Sapi Kurban Presiden Seberat 1,1 Ton - kilasdaerah.kompas.com",Ekonomi Umum,"A - Pertanian, Kehutanan, dan Perikanan","Usai Shalat Id di Mantup, Bupati Lamongan Serahkan Sapi Kurban Presiden Seberat 1,1 Ton kilasdaerah.kompas.com",https://news.google.com/rss/articles/CBMi0gFBVV95cUxQYzRrYUgwYmFqTVR0aGpMaGFJanJyb0dNQXNEMW1SNWpsVmFmMFQyVnR2X05kTU95eWVlRWNfZFZyazhwdTUzUEhvcjdMbEhiSHlObFY1aFJMeVJHSjhUTm5FR3lPWmRoeGRoMy1tMDVfY1dUMExaNjFXN01yVXJETHBYdWtSQ2RnVWc0MG1BRGhJM2JTajNJRU4tejlwRC1sazBlRDFUTDhaaC1qS0JRTy1yNl9jVXlJTzVHUHpMZ0w2OGIycjZCdTJfS3UxMGMyTGc?oc=5
a864e1d7f9d451b42eb8edf6e33faa97,2026-05-26,Antara News jatim,"HJL ke-457, Lamongan perkuat ketahanan pangan dan sosial - Antara News jatim",Ekonomi Umum,"R,S,T,U - Jasa Lainnya","HJL ke-457, Lamongan perkuat ketahanan pangan dan sosial Antara News jatim",https://news.google.com/rss/articles/CBMioAFBVV95cUxPWlZZSVRKenYtQzZYMUxCVzQwbVIxeVlBaWI4SmxySjd3bzBCY3RRLV9CclFTcGFMM0s2a1ZDRkVxVUh6RmpDQXc0V1FzUTVSV2VENE1nSEVKZXljMm83bFJweEd4dW1NMENRM1pnN1VGZ3h0LXo5QUNtTXQtdFE3TnVQYjhnZFNxNjZkT29NQlQ2czd1MGxtaEkwS3FWazd20gGmAUFVX3lxTE5kdF9vb2NUYnZ6QnJsOGNveTljNTZEdklfczQyeDE4U3hLZ1dfS2pfQm8xZnlpcUpDR3RfMEVXaUJzcmFseGpJTnlLR1JuUVRnNGxPREctVmZ4RlZHOXQ4WHdQVERLZUpGa01Iak15Q1RDMzVCdi1Oa3ZJMEJCMVNfQkRIZFVpajFBelhtbmk5bVJKdldlWERvRUQ4TVZBVHFiQW5hR2c?oc=5
6121f96d2dae3625c580055d36dbd82e,2026-05-26,jatim.tribunnews.com,"Sapi Kurban di Lamongan Lepas, Mengamuk di Perkotaan, Nyaris Seruduk Warga dan Masuk Salon - jatim.tribunnews.com",Ekonomi Umum,"A - Pertanian, Kehutanan, dan Perikanan","Sapi Kurban di Lamongan Lepas, Mengamuk di Perkotaan, Nyaris Seruduk Warga dan Masuk Salon jatim.tribunnews.com",https://news.google.com/rss/articles/CBMiygFBVV95cUxQUWt6eGJLTEc1UGl3QnMtSWljejRmY2s0S2hLdEU5eFlqMnRvM3ZQMUxoT0hRZUJVTUtyYWRIN0RwUVlkdUxDZUhtN3dPb3oyOVd0Y0J3OHV3RUV4Z0N0enlkTENiYklxMEVHdTBwejlOcWhERGVzR2RXcExwZUpHUmtXeDlNRW05aVZIeDA0aE9QNGJxMUx4bWh2d1ZnM2w4emlrdlhDNVlTZVl4MUFKSlFheVEtWXdoaGtLY0xHV19hV0RnRGtpbm1R?oc=5
cc6f52fa7c53d9b5222570d5b9bff842,2026-05-24,klikjatim.com,"Gelar Talkshow Perempuan Berdaya, KOHATI Lamongan Bedah Isu Hukum hingga Kesehatan Mental Gen Z - klikjatim.com",Ekonomi Umum,Q - Jasa Kesehatan dan Kegiatan Sosial,"Gelar Talkshow Perempuan Berdaya, KOHATI Lamongan Bedah Isu Hukum hingga Kesehatan Mental Gen Z klikjatim.com",https://news.google.com/rss/articles/CBMixgFBVV95cUxQQ21kTTZ0ek5DNEhlS24xbjY1Q1dtOFUtMDNMa1NqQzgxVkk3YmtQb0huN09XQUhwVGNNemF2amthWVFfMG9CWDdqMkVGNkJJQlBuQ0dnX0owWkQzLTJoRVNsMHc5RWFXTUM1Z0F0WjlONl94WUJ1U1N3UWtLV1NsX0xLU2RTdmtMUlFlWm4ydmtXMkxFRUNubEZFalRvVXFLTjN6eXZSOFFKN0dwMHdxYnhOeDJJWUNxdmREQlduSXR4amZudXfSAcsBQVVfeXFMT0JRTlhZYlNTNVVtZjFXdkRUY25WbTVqU1gxQ1dpTHJnWkE5Y0d0NWNOZkJUQnVNbEEwbmVqRG5URGhJZGRRWGI0N21jSTZfQUgwMmJldTFQeHVHT0NmRnhyZi1SdmxtMTY1R1hCMm11ck02SFJsVnNwZUI3dld0M3puSFZuRi1ZSE1KY0xneUQtQ3R5YkFlemVlOVFpcTVsbUxabGFMLXlZdU92dUJpNGMxNTRBX1ZzNTVQTzJqdjU1eE5iYlJPS2RnN3M?oc=5
477988c4b261b68209a56dcbf7f43382,2026-05-21,kilasdaerah.kompas.com,Lamongan Buka Peluang Investasi Baru dari India - kilasdaerah.kompas.com,Investasi,K - Jasa Keuangan dan Asuransi,Lamongan Buka Peluang Investasi Baru dari India kilasdaerah.kompas.com,https://news.google.com/rss/articles/CBMiswFBVV95cUxPV21Hakw3ZE9tVXgycWxRMEFZak9lWmVteVhEUHhJczYyc0ZRbjluT293cFBWd1hWWDNlUFltSXVoX1MzeXdHTUZ4TVhkRVMyeGN3MUZ0bWk3WUl6ZDRsVHM4TkVHcEJ4RnBBTDlPQ21mbjdqdG1tM2F3U0QxNm5oZjk2MmEyaFZWdS1PTU90aDF1ZkNZUmJ6U1pWQXVBOHNVdnFoT1d1MVhieHlYY1dnbFdWZw?oc=5
108fcbf73547a068396795e33e486a60,2026-05-21,Kompas.com,Lamongan Buka Peluang Investasi Baru dari India - Kompas.com,Investasi,K - Jasa Keuangan dan Asuransi,Lamongan Buka Peluang Investasi Baru dari India Kompas.com,https://news.google.com/rss/articles/CBMiowFBVV95cUxPcGh5ZEpWY2IycXBSNU14MlZ4blV5LVNmdm1nY0R6ellYWEZVTVNDWjhVei1NT0ZuRVp4OHRNcXAyX0JpeXBvemRCbmZ3aGJNVDRvOF96a21zaDkycEt5MDE1R2JNMDh0OGN3Z2lLbGNPenRFclRLRUJmODB1UV9SbzlMTHhyRFgyaXhvWjZ3RFg0WXVTbzRSbmtWS2Q5cEtwSkQw?oc=5
dd7384e8fe94411c87bf47bd37af18a9,2026-05-21,Kompas.com,Lamongan Buka Peluang Investasi Baru dari India - Kompas.com,Investasi,K - Jasa Keuangan dan Asuransi,Lamongan Buka Peluang Investasi Baru dari India Kompas.com,https://news.google.com/rss/articles/CBMiswFBVV95cUxPV21Hakw3ZE9tVXgycWxRMEFZak9lWmVteVhEUHhJczYyc0ZRbjluT293cFBWd1hWWDNlUFltSXVoX1MzeXdHTUZ4TVhkRVMyeGN3MUZ0bWk3WUl6ZDRsVHM4TkVHcEJ4RnBBTDlPQ21mbjdqdG1tM2F3U0QxNm5oZjk2MmEyaFZWdS1PTU90aDF1ZkNZUmJ6U1pWQXVBOHNVdnFoT1d1MVhieHlYY1dnbFdWZw?oc=5
c6d90b403e4a0991cd2c4dec0cfc0f0b,2026-05-21,regional.kompas.com,Lamongan Buka Peluang Investasi Baru dari India - regional.kompas.com,Investasi,K - Jasa Keuangan dan Asuransi,Lamongan Buka Peluang Investasi Baru dari India regional.kompas.com,https://news.google.com/rss/articles/CBMiowFBVV95cUxPcGh5ZEpWY2IycXBSNU14MlZ4blV5LVNmdm1nY0R6ellYWEZVTVNDWjhVei1NT0ZuRVp4OHRNcXAyX0JpeXBvemRCbmZ3aGJNVDRvOF96a21zaDkycEt5MDE1R2JNMDh0OGN3Z2lLbGNPenRFclRLRUJmODB1UV9SbzlMTHhyRFgyaXhvWjZ3RFg0WXVTbzRSbmtWS2Q5cEtwSkQw?oc=5
4f047f33e18bd53dbd12356edc76666c,2026-05-20,klikjatim.com,Upacara Harkitnas ke-118 di Lamongan: Soroti Transformasi Digital dan Kedaulatan Informasi - klikjatim.com,Ekonomi Digital,J - Informasi dan Komunikasi,Upacara Harkitnas ke-118 di Lamongan: Soroti Transformasi Digital dan Kedaulatan Informasi klikjatim.com,https://news.google.com/rss/articles/CBMivwFBVV95cUxNdHV6M0xyU3NRVml0eWFxRFVSOUNJTWF2YVZqZVE2OE5SWmR5RmtERjVtTXVkbUZMZDM0VHp3QWlKdkczOU9NVW9ha3dJZnkzXzhvR2w1el9YdWFyUnNTLUZXSnJGLVlNU3RzSkFldWQ3aVhCbkxFM1NVc3dxeDVrQ1ZXejhMczlsR1lpamUwdUdMTFpkdTZNWnplS2NNR1FMM3JlM3EwZjlDTDZDcEdoSTV4NDN0blpRdWd5aVh6Z9IBxAFBVV95cUxOMUtnSmFkZXNYZDV1NGs5ejNwRlpfRzdjcmR2bjAwd3lZamlaQzFsazc3bEI4eDM4OFZZeDFfaklxYk80S2N2VTRWYndsZWp2dDJ1X3lUNWU4MHc5SVhCeVNILW8tREdFTWczc25Mb1gzUUIycFB3UmdWX3NraWM1cTNsSHZBbzA5UTZPa2pDRDhvbVpXU2FtaER3cG92VjFNckNfS3lfWGVSbWVmbl9pVkYwbFpBN1ZNZ3hibFNSVXNlWGpU?oc=5
b1e8c8eaaa31965494f83a7e3895574a,2026-05-20,Surya.co.id,"Transparansi Keuangan Terjaga, PMI Lamongan Raih Predikat Tertinggi Audit WTP - Surya.co.id",Keuangan,K - Jasa Keuangan dan Asuransi,"Transparansi Keuangan Terjaga, PMI Lamongan Raih Predikat Tertinggi Audit WTP Surya.co.id",https://news.google.com/rss/articles/CBMixgFBVV95cUxQaWhuNXNTWC1tWG5lTDlTZ3ppRkUtOUV4dWNSSmxUdEYwZ3RvRGpfTFdqcFpqODZrLTVjay1UZUtvMy1Zci0yZ1VuYkdWUWxEUTRaZ1B5YkNVZ1ZvSHJPMGE4eWpVMEM2MGxmRmliTmtyQ0RGTm43VXR6WS1oTVA5MXgtcDlkTWU2ejJzeDB1RlE3UkhqTFEwSXhrelRiQVVpU2xKV0JGZTR1SWZaSHZNRmlES0Y2VDJCdG5Nb1hIUHZFNERrMUE?oc=5
e2941680e2ee2d89a51fd20fcc788ccb,2026-05-20,surabaya.tribunnews.com,"Transparansi Keuangan Terjaga, PMI Lamongan Raih Predikat Tertinggi Audit WTP - surabaya.tribunnews.com",Keuangan,K - Jasa Keuangan dan Asuransi,"Transparansi Keuangan Terjaga, PMI Lamongan Raih Predikat Tertinggi Audit WTP surabaya.tribunnews.com",https://news.google.com/rss/articles/CBMixgFBVV95cUxQaWhuNXNTWC1tWG5lTDlTZ3ppRkUtOUV4dWNSSmxUdEYwZ3RvRGpfTFdqcFpqODZrLTVjay1UZUtvMy1Zci0yZ1VuYkdWUWxEUTRaZ1B5YkNVZ1ZvSHJPMGE4eWpVMEM2MGxmRmliTmtyQ0RGTm43VXR6WS1oTVA5MXgtcDlkTWU2ejJzeDB1RlE3UkhqTFEwSXhrelRiQVVpU2xKV0JGZTR1SWZaSHZNRmlES0Y2VDJCdG5Nb1hIUHZFNERrMUE?oc=5
aa44511df64e0947f57c85a21d61845c,2026-05-16,jatim.tribunnews.com,"Penipuan Modus Kencan Online di Lamongan, Motor Korban Dibawa Kabur, Pelaku Pasangan Suami Istri - jatim.tribunnews.com",Ekonomi Digital,J - Informasi dan Komunikasi,"Penipuan Modus Kencan Online di Lamongan, Motor Korban Dibawa Kabur, Pelaku Pasangan Suami Istri jatim.tribunnews.com",https://news.google.com/rss/articles/CBMi0gFBVV95cUxPalFXRFgwSk9hOFRzS00wSGNzcE1feVFoQXJjWk9WMU5LSFE0MFA0VU9DblJ1V3BrTl84MWhZUzBtalhPcFJTWDJ4RGJQcklXcGpzeWloRWU3TnJteXU1T2NUYnhIakJfd2lDYmFEZWZMNU8xSUVLRTFUZldBV2s5YnpQOWJUYm9qVC1oQ194RUIxUDhmLXJ5LVdibEhFTklXWm5hMklMNmpLTWpralp5ZUI4UEpaaG12YWJyM2FEM05rdnhZTmk1ZW5pdS05eWhCMXc?oc=5
46879b1f67f33c52d3845c07eb1f3b0d,2026-05-14,Kompas.com,"Tahun 2026, Pemkab Lamongan Rekonstruksi 56 Ruas Jalan 40 Kilometer - Kompas.com",Infrastruktur,F - Konstruksi,"Tahun 2026, Pemkab Lamongan Rekonstruksi 56 Ruas Jalan 40 Kilometer Kompas.com",https://news.google.com/rss/articles/CBMiwwFBVV95cUxNOVdaNVVZS2c3WldkM25UZlZnV0k1WXMycU5jQ0hlelAyZTlyZDlHb3VLcFVwZHB5M25KS1RDaEZFYldPbmRhME1lZGlTRFpOX2NSVEliX3Z6Zm9VNTFMRVZUQzZ4bXk0NXlxcll3YU5YVVVTaXlDOGFlUWczVWdrVzFpU283MVp6bU5GMnVMYnNiMmRIbS1iZlNoc3lRVU1DSU1uLWpwQ2FEWnM0cEpsWUQ2eFI5VjUxZWtIMHZCbmtIR0U?oc=5
37ff5e5fad55ebd7476e7db8e7281b50,2026-05-14,Antara News jatim,Bupati Lamongan sebut JLS Babat diproyeksikan tingkatkan ekonomi - Antara News jatim,Ekonomi Umum,"O - Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Bupati Lamongan sebut JLS Babat diproyeksikan tingkatkan ekonomi Antara News jatim,https://news.google.com/rss/articles/CBMirAFBVV95cUxQaVpmeGNpYkRMWGsxSDhGaHEyNmpKd2tSMm5UUWtzUDBTZnNRTTBCNXdhaWtBM3o5Mjh4VXI1eTF6ckxaUzgtbUJmbEN6YXJfYl96cm16ZnRQRXE5cGNEWUMtV0owM0JFbnc5TTdRS2EtQlAwUlQ5cjVfTVhWT044SFE5c0xySDdDcHNDYjR6UmQ3VU40aWJseU05ampuR1VvNzhPNHV3dHpYMkox0gGyAUFVX3lxTFBpQmtybzhEaXdrbzRJR0l6VU5tYUxVOUwwalNIeXFxdE1fc29mOGljRV8xM3N6V1ZnSzBPd3BMa0E0ZGQxRlNxWWNPQV9LNUIxcS1ORnJYdlJVNDBtVHprOFRlcmVUeWRJbmdNbFF4R2ZRUEVLcWxQVEJTMkIxejlBNHFrRzY5Z2d0MVJzbDZLT1k3RDdWbmxxR3lfUXZYMWtfNzdlVDV3RDAzQXpGa1RmYWc?oc=5
8244f4fce8b368441634447000983981,2026-05-13,kilasdaerah.kompas.com,"Lamongan Rekonstruksi 56 Ruas Jalan pada 2026, Target Kemantapan Capai 63,55 Persen - kilasdaerah.kompas.com",Infrastruktur,F - Konstruksi,"Lamongan Rekonstruksi 56 Ruas Jalan pada 2026, Target Kemantapan Capai 63,55 Persen kilasdaerah.kompas.com",https://news.google.com/rss/articles/CBMi1wFBVV95cUxNUUhrQTAxTzE4NWJjVjJBTm5pVnBwYXVJaVRjUEpqRklYRm1jSDZCaEotckpacldJU1BhTl9qTFVhXzlpWU9fWWpraWdnS3lLc3VJX0NMRmtnZFpOdlpvVXRjSWpwQnlIMV8zanlianh1QjNXWW9yYnNWWExFUHRCb1ZKMGlLWDBZbS1hb1IwLWVrS0x5bnZ1MFdqWVowaW1qMnNvdWhFUkVkV0N0TExXdFQta1Y1QUNxaEdZZFlOaTczbHVLal9wWDVPdHp6MUdUUUFEZGdnaw?oc=5
b751635b4d77a86e28257c78d6a13b7b,2026-05-13,Databoks,Sektor Utama Penggerak Perekonomian di Kabupaten Lamongan pada 2025 - Databoks,Ekonomi Daerah,Belum Teridentifikasi,Sektor Utama Penggerak Perekonomian di Kabupaten Lamongan pada 2025 Databoks,https://news.google.com/rss/articles/CBMi1gFBVV95cUxPUF9DRVotOHFtTnpwdmJBVW1rUElMOWpVRG01VEJFUVB1Vk5xRURYV3FNYVUtMTBJcThjTmRfbDNaenVLdTA5ZGQydTdqTUJfcVE0RUp3X1ZFWGtkcDMxNExRRFdENDhqQW1KaUFCOXkwOExzX0hhU0E3dTJTcUhWUjVMQ1EtZjNvVlpBZ2JTU1JJSjF6MXB1MTJlaGlPSVpid0VXWU9MT0VMSDlzbVBrYmgzNjVfWkhjMUkzUU9jT1FTbllxV2V4aXJkZmVKVFQ1blZuZVRn?oc=5
62e9ae167915ca94c3e442b8dc18ede4,2026-05-13,Kompas.com,"Lamongan Rekonstruksi 56 Ruas Jalan pada 2026, Target Kemantapan Capai 63,55 Persen - Kompas.com",Infrastruktur,F - Konstruksi,"Lamongan Rekonstruksi 56 Ruas Jalan pada 2026, Target Kemantapan Capai 63,55 Persen Kompas.com",https://news.google.com/rss/articles/CBMi1wFBVV95cUxNUUhrQTAxTzE4NWJjVjJBTm5pVnBwYXVJaVRjUEpqRklYRm1jSDZCaEotckpacldJU1BhTl9qTFVhXzlpWU9fWWpraWdnS3lLc3VJX0NMRmtnZFpOdlpvVXRjSWpwQnlIMV8zanlianh1QjNXWW9yYnNWWExFUHRCb1ZKMGlLWDBZbS1hb1IwLWVrS0x5bnZ1MFdqWVowaW1qMnNvdWhFUkVkV0N0TExXdFQta1Y1QUNxaEdZZFlOaTczbHVLal9wWDVPdHp6MUdUUUFEZGdnaw?oc=5
1263b570e652ae8a74a35da340db587c,2026-05-11,Surya.co.id,"Rawa Semando Babat Lamongan Berubah Jadi Tambak, Daya Tampung Air Menurun - Surya.co.id",Perikanan,"A - Pertanian, Kehutanan, dan Perikanan","Rawa Semando Babat Lamongan Berubah Jadi Tambak, Daya Tampung Air Menurun Surya.co.id",https://news.google.com/rss/articles/CBMiwAFBVV95cUxORzcwcFh6c1dMVjU5SzdEdkVOMGJTdHhqTEdpS2s3YXRkMXdEZTVXaEdDbGJJLUhsY3FxTXZBWEVIajM5X3pLOVRfRmJmcTk3VlU0LVJ1aWVtMmZIYzVmVnFnYXZRX2ZCeGRuYml5OUdHZW1OcnRyOHNPU1BUYVZTUUt2TFNNX1NZaW40MGh2NW5lTGxhcVpWc2ZzMEpNUk1uR0ZtS1lvY0JwelozQzRZTTdMRTdvS0U4cnRjZDNXSjU?oc=5
b93717dae6fcc14363f3ad2b45105f8d,2026-05-11,Pemerintah Kabupaten Lamongan,IWAPI Lamongan Gelar Lomba Berkebaya - Pemerintah Kabupaten Lamongan,Ekonomi Umum,"O - Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",IWAPI Lamongan Gelar Lomba Berkebaya Pemerintah Kabupaten Lamongan,https://news.google.com/rss/articles/CBMiWkFVX3lxTE1tR0lwV29VSVJxbkRLZ203TzJRcmtIUng0Ry1mamoxcU02MnlwWDdMWDIxS1N0cGFUbzQzOEU2U3RIMWlFUW5Kd3B4NHBTcGVVLUF3Z3ctWW1udw?oc=5
dbfaebe2c41696f5b8cb11f1b699f454,2026-05-11,surabaya.tribunnews.com,"Rawa Semando Babat Lamongan Berubah Jadi Tambak, Daya Tampung Air Menurun - surabaya.tribunnews.com",Perikanan,"A - Pertanian, Kehutanan, dan Perikanan","Rawa Semando Babat Lamongan Berubah Jadi Tambak, Daya Tampung Air Menurun surabaya.tribunnews.com",https://news.google.com/rss/articles/CBMiwAFBVV95cUxORzcwcFh6c1dMVjU5SzdEdkVOMGJTdHhqTEdpS2s3YXRkMXdEZTVXaEdDbGJJLUhsY3FxTXZBWEVIajM5X3pLOVRfRmJmcTk3VlU0LVJ1aWVtMmZIYzVmVnFnYXZRX2ZCeGRuYml5OUdHZW1OcnRyOHNPU1BUYVZTUUt2TFNNX1NZaW40MGh2NW5lTGxhcVpWc2ZzMEpNUk1uR0ZtS1lvY0JwelozQzRZTTdMRTdvS0U4cnRjZDNXSjU?oc=5
32e7e4ca47baa4c98d51ef426f3bf90f,2026-05-10,klikjatim.com,"Pastikan Ketahanan Pangan, Pemkab Lamongan Salurkan Bantuan Beras dan Minyak Goreng ke Ribuan KPM - klikjatim.com",Ekonomi Umum,"O - Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","Pastikan Ketahanan Pangan, Pemkab Lamongan Salurkan Bantuan Beras dan Minyak Goreng ke Ribuan KPM klikjatim.com",https://news.google.com/rss/articles/CBMiyAFBVV95cUxOcDdBckM4eVVHS3BMYVJ4TWpNX3J6bzB6N29OaFBaX0dxNncwTEF5eTloczVHalBNQms3a3pNbjFHLVBWUkV0T0ZJT2RmMWg4R1pHSTNQU2gtYU5TZXdQMjlzRkhnNFJnY042bHg3Q3FuNjJ1aFFWLUlONnhIdFdCWS13dy1VaWZCV3o5OXJpQ2M2bjFKVjhtQkNrZU5zem8yMkpqalZGWjZPV2xQX0tHUWFpSngtTmtNT0E0S0N6TVBxcV9EQzluV9IBzgFBVV95cUxNTmFfLXRzSjZOX2t4LURiWXBNaVJkX3drd0NORUdXbjV4OVhGS3BkYnhWclFpbDdCVEE2enlHVTIyMGUwQ3JFOVliWVY1NnlkX1BucnZkY3YwYWFXMldLSVZpVlVNdzdOb1R4SzFrQUw5cTNGX1M5OFhSZjJJXzRVSjFkUkV4eFNUOEhPa3hOSkxTNDVoSkdWS2tVbnhwTV9FU0VrQkJlZ3hfLUt1X19HWGVNZkpFXy04RjQ2aXdfbzc3OXZJNFhicDNlVDl1UQ?oc=5
c6c3600019ad41042bd3561f2f7412d4,2026-05-09,Antara News jatim,Pemkab Lamongan salurkan bantuan pangan bagi 177 ribu KPM - Antara News jatim,Ekonomi Umum,"O - Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib",Pemkab Lamongan salurkan bantuan pangan bagi 177 ribu KPM Antara News jatim,https://news.google.com/rss/articles/CBMiowFBVV95cUxPVW5CcHBMZkdFZ1VranNtSzAwbVRWdVJ1MG50WGdJSVpOTGVzN3BTZ1g2X19ETjhkUDNGQ2laNFU1Mk5UUE91aEJLTTJjRlVNMTVacVhVUW81TWZiTmtyY0dsVzIwN2p2LVR6QXdyaGpPNzh5aEV2TG16ZmdubEdpOXM1em9oTnBKMTVWd0tabHFQcF9CZGpJWlRKVmFoTGFjS0pZ0gGoAUFVX3lxTE1vWDY1Uzg2MHZkeVYwdzREZ05WUDh2NWlDRjhsWmNwcTlfTnVSZ0ZVdC00R2VTRXpsT05EZlhqTTlwMGExYW9ZYTk1TG5VMlVPWk9iNTFsZ05JcFloOHdaRFpwOXR4QldHenFHUVpwdGsxQ3A1cmU2aGhjUFdTMDFOMkZTbjU4U3FyU1A3bmx2RFpFWnNtMkNocEtuRHg1M2dIbXBVem8tVA?oc=5
5c42413874bb0cdc50ba581dbcdccf2a,2026-05-06,Pemerintah Kabupaten Lamongan,"Simfoni Kicau yang Gerakkan Ekonomi, Ekosistem UMKM di Balik Gantangan Burung - Pemerintah Kabupaten Lamongan",UMKM,"O - Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","Simfoni Kicau yang Gerakkan Ekonomi, Ekosistem UMKM di Balik Gantangan Burung Pemerintah Kabupaten Lamongan",https://news.google.com/rss/articles/CBMiY0FVX3lxTE05ZGowRGRfLWFtUDlaQjVleGduMTBnMERQbi0wbVotMjEzbER0MXR5WlVDUEpVMl9faE1NOGF3LVBBc2FtTWVZZC1fUkdUeDY0N28zZU5VTkVKenp2bVIxU1M1dw?oc=5
